image;probability;guess_class;real_class;other_predictions
dataset/imagenet-mini/val/n02090379/ILSVRC2012_val_00038737.JPEG;0.8581911325454712;n02092339 Weimaraner;n02090379;[{'probability': 0.8581911325454712, 'class': 'n02092339 Weimaraner'}, {'probability': 0.06799785047769547, 'class': 'n02104029 kuvasz'}, {'probability': 0.03235738351941109, 'class': 'n02101556 clumber, clumber spaniel'}, {'probability': 0.010298362001776695, 'class': 'n02099712 Labrador retriever'}, {'probability': 0.0040590339340269566, 'class': 'n02099601 golden retriever'}]
dataset/imagenet-mini/val/n02090622/ILSVRC2012_val_00009167.JPEG;0.8482608795166016;n02090622 borzoi, Russian wolfhound;n02090622;[{'probability': 0.8482608795166016, 'class': 'n02090622 borzoi, Russian wolfhound'}, {'probability': 0.09417977184057236, 'class': 'n02104029 kuvasz'}, {'probability': 0.03697218745946884, 'class': 'n02100735 English setter'}, {'probability': 0.009864887222647667, 'class': 'n02111500 Great Pyrenees'}, {'probability': 0.003527108347043395, 'class': 'n02111889 Samoyed, Samoyede'}]
dataset/imagenet-mini/val/n02090622/ILSVRC2012_val_00017766.JPEG;0.9589797258377075;n02090622 borzoi, Russian wolfhound;n02090622;[{'probability': 0.9589797258377075, 'class': 'n02090622 borzoi, Russian wolfhound'}, {'probability': 0.025793056935071945, 'class': 'n02111500 Great Pyrenees'}, {'probability': 0.004114882554858923, 'class': 'n02111889 Samoyed, Samoyede'}, {'probability': 0.0023437757045030594, 'class': 'n02085936 Maltese dog, Maltese terrier, Maltese'}, {'probability': 0.0018374763894826174, 'class': 'n02114548 white wolf, Arctic wolf, Canis lupus tundrarum'}]
dataset/imagenet-mini/val/n02090622/ILSVRC2012_val_00036266.JPEG;0.2808360755443573;n02102040 English springer, English springer spaniel;n02090622;[{'probability': 0.2808360755443573, 'class': 'n02102040 English springer, English springer spaniel'}, {'probability': 0.266891211271286, 'class': 'n02097047 miniature schnauzer'}, {'probability': 0.11190805584192276, 'class': 'n02098105 soft-coated wheaten terrier'}, {'probability': 0.08501735329627991, 'class': 'n02095314 wire-haired fox terrier'}, {'probability': 0.0561060756444931, 'class': 'n02097209 standard schnauzer'}]
dataset/imagenet-mini/val/n02090721/ILSVRC2012_val_00001765.JPEG;0.8228234648704529;n02092339 Weimaraner;n02090721;[{'probability': 0.8228234648704529, 'class': 'n02092339 Weimaraner'}, {'probability': 0.10389918088912964, 'class': 'n02091134 whippet'}, {'probability': 0.02723674848675728, 'class': 'n02100735 English setter'}, {'probability': 0.019219709560275078, 'class': 'n02109047 Great Dane'}, {'probability': 0.013687768951058388, 'class': 'n02091831 Saluki, gazelle hound'}]
dataset/imagenet-mini/val/n02090721/ILSVRC2012_val_00009772.JPEG;0.4259246289730072;n02104029 kuvasz;n02090721;[{'probability': 0.4259246289730072, 'class': 'n02104029 kuvasz'}, {'probability': 0.23827266693115234, 'class': 'n02114548 white wolf, Arctic wolf, Canis lupus tundrarum'}, {'probability': 0.1280519813299179, 'class': 'n02101556 clumber, clumber spaniel'}, {'probability': 0.07000374794006348, 'class': 'n02111500 Great Pyrenees'}, {'probability': 0.03487683832645416, 'class': 'n02098105 soft-coated wheaten terrier'}]
dataset/imagenet-mini/val/n02090721/ILSVRC2012_val_00020070.JPEG;0.449240505695343;n02096177 cairn, cairn terrier;n02090721;[{'probability': 0.449240505695343, 'class': 'n02096177 cairn, cairn terrier'}, {'probability': 0.12587077915668488, 'class': 'n02088094 Afghan hound, Afghan'}, {'probability': 0.0997350662946701, 'class': 'n02437616 llama'}, {'probability': 0.07739675790071487, 'class': 'n02437312 Arabian camel, dromedary, Camelus dromedarius'}, {'probability': 0.035542506724596024, 'class': 'n03404251 fur coat'}]
dataset/imagenet-mini/val/n02090721/ILSVRC2012_val_00031545.JPEG;0.3978346288204193;n02120079 Arctic fox, white fox, Alopex lagopus;n02090721;[{'probability': 0.3978346288204193, 'class': 'n02120079 Arctic fox, white fox, Alopex lagopus'}, {'probability': 0.3423163890838623, 'class': 'n02111500 Great Pyrenees'}, {'probability': 0.055984992533922195, 'class': 'n02104029 kuvasz'}, {'probability': 0.041165947914123535, 'class': 'n02101556 clumber, clumber spaniel'}, {'probability': 0.04062160477042198, 'class': 'n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus'}]
dataset/imagenet-mini/val/n02090721/ILSVRC2012_val_00042158.JPEG;0.3706474304199219;n02090721 Irish wolfhound;n02090721;[{'probability': 0.3706474304199219, 'class': 'n02090721 Irish wolfhound'}, {'probability': 0.22275428473949432, 'class': 'n02088094 Afghan hound, Afghan'}, {'probability': 0.1779973953962326, 'class': 'n02092002 Scottish deerhound, deerhound'}, {'probability': 0.13321425020694733, 'class': 'n02090622 borzoi, Russian wolfhound'}, {'probability': 0.05180948227643967, 'class': 'n02104029 kuvasz'}]
dataset/imagenet-mini/val/n02091032/ILSVRC2012_val_00002325.JPEG;0.9560402631759644;n02092339 Weimaraner;n02091032;[{'probability': 0.9560402631759644, 'class': 'n02092339 Weimaraner'}, {'probability': 0.03175121545791626, 'class': 'n02091032 Italian greyhound'}, {'probability': 0.008659991435706615, 'class': 'n02091244 Ibizan hound, Ibizan Podenco'}, {'probability': 0.0031341088470071554, 'class': 'n02091134 whippet'}, {'probability': 0.00012765028805006295, 'class': 'n02395406 hog, pig, grunter, squealer, Sus scrofa'}]
dataset/imagenet-mini/val/n02091032/ILSVRC2012_val_00008997.JPEG;0.4750934839248657;n02092339 Weimaraner;n02091032;[{'probability': 0.4750934839248657, 'class': 'n02092339 Weimaraner'}, {'probability': 0.20379920303821564, 'class': 'n02091032 Italian greyhound'}, {'probability': 0.06694446504116058, 'class': 'n02091134 whippet'}, {'probability': 0.06125818192958832, 'class': 'n02091244 Ibizan hound, Ibizan Podenco'}, {'probability': 0.05777372792363167, 'class': 'n02091831 Saluki, gazelle hound'}]
dataset/imagenet-mini/val/n02091032/ILSVRC2012_val_00020613.JPEG;0.2800912857055664;n04493381 tub, vat;n02091032;[{'probability': 0.2800912857055664, 'class': 'n04493381 tub, vat'}, {'probability': 0.27710017561912537, 'class': 'n02808440 bathtub, bathing tub, bath, tub'}, {'probability': 0.07986529916524887, 'class': 'n04005630 prison, prison house'}, {'probability': 0.06717358529567719, 'class': 'n04201297 shoji'}, {'probability': 0.05881691351532936, 'class': 'n04590129 window shade'}]
dataset/imagenet-mini/val/n02091032/ILSVRC2012_val_00035423.JPEG;0.27686208486557007;n03825788 nipple;n02091032;[{'probability': 0.27686208486557007, 'class': 'n03825788 nipple'}, {'probability': 0.19317620992660522, 'class': 'n02091032 Italian greyhound'}, {'probability': 0.15655796229839325, 'class': 'n02107312 miniature pinscher'}, {'probability': 0.1061474159359932, 'class': 'n03958227 plastic bag'}, {'probability': 0.03500049561262131, 'class': 'n02113978 Mexican hairless'}]
dataset/imagenet-mini/val/n02091134/ILSVRC2012_val_00004823.JPEG;0.34745314717292786;n02892767 brassiere, bra, bandeau;n02091134;[{'probability': 0.34745314717292786, 'class': 'n02892767 brassiere, bra, bandeau'}, {'probability': 0.161347895860672, 'class': 'n01796340 ptarmigan'}, {'probability': 0.11180805414915085, 'class': 'n01496331 electric ray, crampfish, numbfish, torpedo'}, {'probability': 0.07156028598546982, 'class': 'n01943899 conch'}, {'probability': 0.04656881093978882, 'class': 'n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita'}]
dataset/imagenet-mini/val/n02091134/ILSVRC2012_val_00012888.JPEG;0.6428313255310059;n02087046 toy terrier;n02091134;[{'probability': 0.6428313255310059, 'class': 'n02087046 toy terrier'}, {'probability': 0.15395909547805786, 'class': 'n02091244 Ibizan hound, Ibizan Podenco'}, {'probability': 0.0445447601377964, 'class': 'n02091032 Italian greyhound'}, {'probability': 0.026949722319841385, 'class': 'n02095314 wire-haired fox terrier'}, {'probability': 0.024460433050990105, 'class': 'n02110806 basenji'}]
dataset/imagenet-mini/val/n02091134/ILSVRC2012_val_00033267.JPEG;0.24752411246299744;n02091134 whippet;n02091134;[{'probability': 0.24752411246299744, 'class': 'n02091134 whippet'}, {'probability': 0.129994198679924, 'class': 'n02092339 Weimaraner'}, {'probability': 0.10342417657375336, 'class': 'n02090622 borzoi, Russian wolfhound'}, {'probability': 0.06371390074491501, 'class': 'n02091831 Saluki, gazelle hound'}, {'probability': 0.06267097592353821, 'class': 'n02093647 Bedlington terrier'}]
dataset/imagenet-mini/val/n02091244/ILSVRC2012_val_00009334.JPEG;0.9738124012947083;n02091244 Ibizan hound, Ibizan Podenco;n02091244;[{'probability': 0.9738124012947083, 'class': 'n02091244 Ibizan hound, Ibizan Podenco'}, {'probability': 0.009637336246669292, 'class': 'n02091032 Italian greyhound'}, {'probability': 0.0074812681414186954, 'class': 'n02087046 toy terrier'}, {'probability': 0.005988091696053743, 'class': 'n02085620 Chihuahua'}, {'probability': 0.0009601993951946497, 'class': 'n02109961 Eskimo dog, husky'}]
dataset/imagenet-mini/val/n02091244/ILSVRC2012_val_00020049.JPEG;0.8747472167015076;n02093428 American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier;n02091244;[{'probability': 0.8747472167015076, 'class': 'n02093428 American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier'}, {'probability': 0.07742941379547119, 'class': 'n02093256 Staffordshire bullterrier, Staffordshire bull terrier'}, {'probability': 0.02241702936589718, 'class': 'n02091032 Italian greyhound'}, {'probability': 0.006848097313195467, 'class': 'n03950228 pitcher, ewer'}, {'probability': 0.006249121855944395, 'class': 'n02091134 whippet'}]
dataset/imagenet-mini/val/n02091244/ILSVRC2012_val_00024216.JPEG;0.7812566161155701;n02091831 Saluki, gazelle hound;n02091244;[{'probability': 0.7812566161155701, 'class': 'n02091831 Saluki, gazelle hound'}, {'probability': 0.09545113891363144, 'class': 'n02090622 borzoi, Russian wolfhound'}, {'probability': 0.03302360698580742, 'class': 'n02093647 Bedlington terrier'}, {'probability': 0.028983525931835175, 'class': 'n02088094 Afghan hound, Afghan'}, {'probability': 0.024609873071312904, 'class': 'n02091244 Ibizan hound, Ibizan Podenco'}]
dataset/imagenet-mini/val/n02091244/ILSVRC2012_val_00031384.JPEG;0.5428897142410278;n03710721 maillot, tank suit;n02091244;[{'probability': 0.5428897142410278, 'class': 'n03710721 maillot, tank suit'}, {'probability': 0.12113484740257263, 'class': 'n02837789 bikini, two-piece'}, {'probability': 0.07667762041091919, 'class': 'n03710637 maillot'}, {'probability': 0.0552368238568306, 'class': 'n02091134 whippet'}, {'probability': 0.035132769495248795, 'class': 'n02091831 Saluki, gazelle hound'}]
dataset/imagenet-mini/val/n02091467/ILSVRC2012_val_00012351.JPEG;0.39242660999298096;n02091467 Norwegian elkhound, elkhound;n02091467;[{'probability': 0.39242660999298096, 'class': 'n02091467 Norwegian elkhound, elkhound'}, {'probability': 0.3738894462585449, 'class': 'n02110185 Siberian husky'}, {'probability': 0.08528882265090942, 'class': 'n02124075 Egyptian cat'}, {'probability': 0.05031968653202057, 'class': 'n02109961 Eskimo dog, husky'}, {'probability': 0.02092006802558899, 'class': 'n02110063 malamute, malemute, Alaskan malamute'}]
dataset/imagenet-mini/val/n02091467/ILSVRC2012_val_00046530.JPEG;0.47914451360702515;n02124075 Egyptian cat;n02091467;[{'probability': 0.47914451360702515, 'class': 'n02124075 Egyptian cat'}, {'probability': 0.448993057012558, 'class': 'n02091467 Norwegian elkhound, elkhound'}, {'probability': 0.017927926033735275, 'class': 'n02097209 standard schnauzer'}, {'probability': 0.00949640292674303, 'class': 'n02109961 Eskimo dog, husky'}, {'probability': 0.00792247336357832, 'class': 'n02105412 kelpie'}]
dataset/imagenet-mini/val/n02091467/ILSVRC2012_val_00047836.JPEG;0.9500895142555237;n02091467 Norwegian elkhound, elkhound;n02091467;[{'probability': 0.9500895142555237, 'class': 'n02091467 Norwegian elkhound, elkhound'}, {'probability': 0.01914106123149395, 'class': 'n02124075 Egyptian cat'}, {'probability': 0.010347357951104641, 'class': 'n02125311 cougar, puma, catamount, mountain lion, painter, panther, Felis concolor'}, {'probability': 0.005186312831938267, 'class': 'n02105412 kelpie'}, {'probability': 0.002372439019382, 'class': 'n02110958 pug, pug-dog'}]
dataset/imagenet-mini/val/n02091635/ILSVRC2012_val_00006720.JPEG;0.47777029871940613;n02101556 clumber, clumber spaniel;n02091635;[{'probability': 0.47777029871940613, 'class': 'n02101556 clumber, clumber spaniel'}, {'probability': 0.14577871561050415, 'class': 'n02090721 Irish wolfhound'}, {'probability': 0.13478778302669525, 'class': 'n04584207 wig'}, {'probability': 0.07577627152204514, 'class': 'n02097474 Tibetan terrier, chrysanthemum dog'}, {'probability': 0.04088883846998215, 'class': 'n02105641 Old English sheepdog, bobtail'}]
dataset/imagenet-mini/val/n02091635/ILSVRC2012_val_00032793.JPEG;0.3972342610359192;n02085936 Maltese dog, Maltese terrier, Maltese;n02091635;[{'probability': 0.3972342610359192, 'class': 'n02085936 Maltese dog, Maltese terrier, Maltese'}, {'probability': 0.12278522551059723, 'class': 'n02101556 clumber, clumber spaniel'}, {'probability': 0.11510034650564194, 'class': 'n02097209 standard schnauzer'}, {'probability': 0.06732915341854095, 'class': 'n02102318 cocker spaniel, English cocker spaniel, cocker'}, {'probability': 0.06521323323249817, 'class': 'n02096177 cairn, cairn terrier'}]
dataset/imagenet-mini/val/n02091635/ILSVRC2012_val_00044766.JPEG;0.28607460856437683;n02097474 Tibetan terrier, chrysanthemum dog;n02091635;[{'probability': 0.28607460856437683, 'class': 'n02097474 Tibetan terrier, chrysanthemum dog'}, {'probability': 0.1591106504201889, 'class': 'n03388043 fountain'}, {'probability': 0.15337608754634857, 'class': 'n04584207 wig'}, {'probability': 0.14126917719841003, 'class': 'n02085936 Maltese dog, Maltese terrier, Maltese'}, {'probability': 0.09997481107711792, 'class': 'n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus'}]
dataset/imagenet-mini/val/n02091831/ILSVRC2012_val_00001576.JPEG;0.7851966619491577;n02091831 Saluki, gazelle hound;n02091831;[{'probability': 0.7851966619491577, 'class': 'n02091831 Saluki, gazelle hound'}, {'probability': 0.19483156502246857, 'class': 'n02091134 whippet'}, {'probability': 0.016490094363689423, 'class': 'n02091244 Ibizan hound, Ibizan Podenco'}, {'probability': 0.002828903030604124, 'class': 'n02091032 Italian greyhound'}, {'probability': 0.0005010158638469875, 'class': 'n02092339 Weimaraner'}]
dataset/imagenet-mini/val/n02091831/ILSVRC2012_val_00009666.JPEG;0.9560330510139465;n02092339 Weimaraner;n02091831;[{'probability': 0.9560330510139465, 'class': 'n02092339 Weimaraner'}, {'probability': 0.03880858048796654, 'class': 'n02091831 Saluki, gazelle hound'}, {'probability': 0.0044964998960494995, 'class': 'n02091134 whippet'}, {'probability': 0.0002193810069002211, 'class': 'n02091244 Ibizan hound, Ibizan Podenco'}, {'probability': 0.00014129331975709647, 'class': 'n02099712 Labrador retriever'}]
dataset/imagenet-mini/val/n02091831/ILSVRC2012_val_00017553.JPEG;0.3964838981628418;n02100735 English setter;n02091831;[{'probability': 0.3964838981628418, 'class': 'n02100735 English setter'}, {'probability': 0.15120530128479004, 'class': 'n02092339 Weimaraner'}, {'probability': 0.06830387562513351, 'class': 'n02095889 Sealyham terrier, Sealyham'}, {'probability': 0.059720300137996674, 'class': 'n02104029 kuvasz'}, {'probability': 0.04670792818069458, 'class': 'n02091831 Saluki, gazelle hound'}]
dataset/imagenet-mini/val/n02091831/ILSVRC2012_val_00040201.JPEG;0.6507636904716492;n02092339 Weimaraner;n02091831;[{'probability': 0.6507636904716492, 'class': 'n02092339 Weimaraner'}, {'probability': 0.18633314967155457, 'class': 'n02091831 Saluki, gazelle hound'}, {'probability': 0.06269895285367966, 'class': 'n02091134 whippet'}, {'probability': 0.04836173355579376, 'class': 'n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius'}, {'probability': 0.012775145471096039, 'class': 'n02408429 water buffalo, water ox, Asiatic buffalo, Bubalus bubalis'}]
dataset/imagenet-mini/val/n02091831/ILSVRC2012_val_00047617.JPEG;0.3461371958255768;n02114548 white wolf, Arctic wolf, Canis lupus tundrarum;n02091831;[{'probability': 0.3461371958255768, 'class': 'n02114548 white wolf, Arctic wolf, Canis lupus tundrarum'}, {'probability': 0.12263994663953781, 'class': 'n02113799 standard poodle'}, {'probability': 0.11030171811580658, 'class': 'n02093647 Bedlington terrier'}, {'probability': 0.10255984961986542, 'class': 'n02090721 Irish wolfhound'}, {'probability': 0.0894559919834137, 'class': 'n02111500 Great Pyrenees'}]
dataset/imagenet-mini/val/n02092002/ILSVRC2012_val_00001206.JPEG;0.3712737262248993;n02090721 Irish wolfhound;n02092002;[{'probability': 0.3712737262248993, 'class': 'n02090721 Irish wolfhound'}, {'probability': 0.23434080183506012, 'class': 'n02110185 Siberian husky'}, {'probability': 0.1333533376455307, 'class': 'n02091831 Saluki, gazelle hound'}, {'probability': 0.08331011980772018, 'class': 'n02111500 Great Pyrenees'}, {'probability': 0.044535234570503235, 'class': 'n02092002 Scottish deerhound, deerhound'}]
dataset/imagenet-mini/val/n02092002/ILSVRC2012_val_00013361.JPEG;0.5785547494888306;n02090721 Irish wolfhound;n02092002;[{'probability': 0.5785547494888306, 'class': 'n02090721 Irish wolfhound'}, {'probability': 0.12011993676424026, 'class': 'n02100735 English setter'}, {'probability': 0.06981387734413147, 'class': 'n02095314 wire-haired fox terrier'}, {'probability': 0.03996735438704491, 'class': 'n02437616 llama'}, {'probability': 0.016381748020648956, 'class': 'n03388043 fountain'}]
dataset/imagenet-mini/val/n02092002/ILSVRC2012_val_00028759.JPEG;0.19830648601055145;n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;n02092002;[{'probability': 0.19830648601055145, 'class': 'n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus'}, {'probability': 0.19515012204647064, 'class': 'n02114548 white wolf, Arctic wolf, Canis lupus tundrarum'}, {'probability': 0.1776936650276184, 'class': 'n02104029 kuvasz'}, {'probability': 0.13945633172988892, 'class': 'n02437616 llama'}, {'probability': 0.12687669694423676, 'class': 'n02090721 Irish wolfhound'}]
dataset/imagenet-mini/val/n02092339/ILSVRC2012_val_00004974.JPEG;0.7085680365562439;n03188531 diaper, nappy, napkin;n02092339;[{'probability': 0.7085680365562439, 'class': 'n03188531 diaper, nappy, napkin'}, {'probability': 0.12282150983810425, 'class': 'n03825788 nipple'}, {'probability': 0.11199377477169037, 'class': 'n02808304 bath towel'}, {'probability': 0.014841170981526375, 'class': 'n04033995 quilt, comforter, comfort, puff'}, {'probability': 0.01061988715082407, 'class': 'n04344873 studio couch, day bed'}]
dataset/imagenet-mini/val/n02092339/ILSVRC2012_val_00010657.JPEG;0.26484403014183044;n02092339 Weimaraner;n02092339;[{'probability': 0.26484403014183044, 'class': 'n02092339 Weimaraner'}, {'probability': 0.2458876371383667, 'class': 'n03141823 crutch'}, {'probability': 0.1503904014825821, 'class': 'n03000134 chainlink fence'}, {'probability': 0.08580680936574936, 'class': 'n03388043 fountain'}, {'probability': 0.017511524260044098, 'class': 'n02091032 Italian greyhound'}]
dataset/imagenet-mini/val/n02092339/ILSVRC2012_val_00017966.JPEG;0.6951058506965637;n01498041 stingray;n02092339;[{'probability': 0.6951058506965637, 'class': 'n01498041 stingray'}, {'probability': 0.1414182335138321, 'class': 'n02092339 Weimaraner'}, {'probability': 0.07409697026014328, 'class': 'n02110958 pug, pug-dog'}, {'probability': 0.0435720756649971, 'class': 'n01494475 hammerhead, hammerhead shark'}, {'probability': 0.01052053738385439, 'class': 'n01704323 triceratops'}]
dataset/imagenet-mini/val/n02093428/ILSVRC2012_val_00011381.JPEG;0.3102760910987854;n02110958 pug, pug-dog;n02093428;[{'probability': 0.3102760910987854, 'class': 'n02110958 pug, pug-dog'}, {'probability': 0.2059423327445984, 'class': 'n02092339 Weimaraner'}, {'probability': 0.18105633556842804, 'class': 'n02091134 whippet'}, {'probability': 0.12940597534179688, 'class': 'n02108915 French bulldog'}, {'probability': 0.052392955869436264, 'class': 'n02093428 American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier'}]
dataset/imagenet-mini/val/n02093428/ILSVRC2012_val_00026978.JPEG;0.26440611481666565;n02092339 Weimaraner;n02093428;[{'probability': 0.26440611481666565, 'class': 'n02092339 Weimaraner'}, {'probability': 0.23721200227737427, 'class': 'n04209133 shower cap'}, {'probability': 0.1635686755180359, 'class': 'n02093256 Staffordshire bullterrier, Staffordshire bull terrier'}, {'probability': 0.07631544023752213, 'class': 'n02093428 American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier'}, {'probability': 0.07052897661924362, 'class': 'n03188531 diaper, nappy, napkin'}]
dataset/imagenet-mini/val/n02093428/ILSVRC2012_val_00045109.JPEG;0.2928084135055542;n02640242 sturgeon;n02093428;[{'probability': 0.2928084135055542, 'class': 'n02640242 sturgeon'}, {'probability': 0.13687501847743988, 'class': 'n02077923 sea lion'}, {'probability': 0.10619412362575531, 'class': 'n03743016 megalith, megalithic structure'}, {'probability': 0.047217193990945816, 'class': 'n02092339 Weimaraner'}, {'probability': 0.04461481422185898, 'class': 'n03498962 hatchet'}]
dataset/imagenet-mini/val/n02093647/ILSVRC2012_val_00007892.JPEG;0.6998756527900696;n02114548 white wolf, Arctic wolf, Canis lupus tundrarum;n02093647;[{'probability': 0.6998756527900696, 'class': 'n02114548 white wolf, Arctic wolf, Canis lupus tundrarum'}, {'probability': 0.2207496464252472, 'class': 'n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus'}, {'probability': 0.05353044718503952, 'class': 'n02120079 Arctic fox, white fox, Alopex lagopus'}, {'probability': 0.01692926324903965, 'class': 'n02093647 Bedlington terrier'}, {'probability': 0.0024550682865083218, 'class': 'n02090622 borzoi, Russian wolfhound'}]
dataset/imagenet-mini/val/n02093647/ILSVRC2012_val_00023175.JPEG;0.45211848616600037;n02093647 Bedlington terrier;n02093647;[{'probability': 0.45211848616600037, 'class': 'n02093647 Bedlington terrier'}, {'probability': 0.44306260347366333, 'class': 'n02098105 soft-coated wheaten terrier'}, {'probability': 0.02285340242087841, 'class': 'n02113799 standard poodle'}, {'probability': 0.020947474986314774, 'class': 'n02113712 miniature poodle'}, {'probability': 0.019783630967140198, 'class': 'n02104029 kuvasz'}]
dataset/imagenet-mini/val/n02093647/ILSVRC2012_val_00027241.JPEG;0.44533371925354004;n02093647 Bedlington terrier;n02093647;[{'probability': 0.44533371925354004, 'class': 'n02093647 Bedlington terrier'}, {'probability': 0.3668193519115448, 'class': 'n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus'}, {'probability': 0.10975956171751022, 'class': 'n02104029 kuvasz'}, {'probability': 0.015679799020290375, 'class': 'n02099601 golden retriever'}, {'probability': 0.013708598911762238, 'class': 'n02113799 standard poodle'}]
dataset/imagenet-mini/val/n02093647/ILSVRC2012_val_00031025.JPEG;0.3072250485420227;n02093647 Bedlington terrier;n02093647;[{'probability': 0.3072250485420227, 'class': 'n02093647 Bedlington terrier'}, {'probability': 0.22025467455387115, 'class': 'n02077923 sea lion'}, {'probability': 0.16600438952445984, 'class': 'n02437616 llama'}, {'probability': 0.12114694714546204, 'class': 'n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus'}, {'probability': 0.05932473763823509, 'class': 'n02437312 Arabian camel, dromedary, Camelus dromedarius'}]
dataset/imagenet-mini/val/n02093754/ILSVRC2012_val_00004511.JPEG;0.947767436504364;n02093647 Bedlington terrier;n02093754;[{'probability': 0.947767436504364, 'class': 'n02093647 Bedlington terrier'}, {'probability': 0.03299642726778984, 'class': 'n02097209 standard schnauzer'}, {'probability': 0.005891610402613878, 'class': 'n02106382 Bouvier des Flandres, Bouviers des Flandres'}, {'probability': 0.0038330128882080317, 'class': 'n02097130 giant schnauzer'}, {'probability': 0.0019906850066035986, 'class': 'n01704323 triceratops'}]
dataset/imagenet-mini/val/n02093754/ILSVRC2012_val_00014730.JPEG;0.6618434190750122;n02110958 pug, pug-dog;n02093754;[{'probability': 0.6618434190750122, 'class': 'n02110958 pug, pug-dog'}, {'probability': 0.203609436750412, 'class': 'n04209133 shower cap'}, {'probability': 0.04140547290444374, 'class': 'n02085620 Chihuahua'}, {'probability': 0.019465148448944092, 'class': 'n02096585 Boston bull, Boston terrier'}, {'probability': 0.01591595634818077, 'class': 'n02108915 French bulldog'}]
dataset/imagenet-mini/val/n02093754/ILSVRC2012_val_00025302.JPEG;0.3099820911884308;n02113799 standard poodle;n02093754;[{'probability': 0.3099820911884308, 'class': 'n02113799 standard poodle'}, {'probability': 0.28246915340423584, 'class': 'n01704323 triceratops'}, {'probability': 0.10890093445777893, 'class': 'n02092339 Weimaraner'}, {'probability': 0.07998622953891754, 'class': 'n03388043 fountain'}, {'probability': 0.06831491738557816, 'class': 'n02437312 Arabian camel, dromedary, Camelus dromedarius'}]
dataset/imagenet-mini/val/n02093859/ILSVRC2012_val_00002687.JPEG;0.7801128625869751;n03788365 mosquito net;n02093859;[{'probability': 0.7801128625869751, 'class': 'n03788365 mosquito net'}, {'probability': 0.07000555843114853, 'class': 'n03899768 patio, terrace'}, {'probability': 0.06171727180480957, 'class': 'n02123394 Persian cat'}, {'probability': 0.008853478357195854, 'class': 'n03160309 dam, dike, dyke'}, {'probability': 0.0074482266791164875, 'class': 'n03404251 fur coat'}]
dataset/imagenet-mini/val/n02093859/ILSVRC2012_val_00029435.JPEG;0.4098931550979614;n02097209 standard schnauzer;n02093859;[{'probability': 0.4098931550979614, 'class': 'n02097209 standard schnauzer'}, {'probability': 0.3226900100708008, 'class': 'n02097130 giant schnauzer'}, {'probability': 0.0890372171998024, 'class': 'n02095570 Lakeland terrier'}, {'probability': 0.08082536607980728, 'class': 'n02093859 Kerry blue terrier'}, {'probability': 0.020081529393792152, 'class': 'n02095314 wire-haired fox terrier'}]
dataset/imagenet-mini/val/n02093859/ILSVRC2012_val_00029670.JPEG;0.4228436350822449;n02113712 miniature poodle;n02093859;[{'probability': 0.4228436350822449, 'class': 'n02113712 miniature poodle'}, {'probability': 0.19458961486816406, 'class': 'n02113799 standard poodle'}, {'probability': 0.1237698569893837, 'class': 'n02097130 giant schnauzer'}, {'probability': 0.06916610151529312, 'class': 'n02093859 Kerry blue terrier'}, {'probability': 0.04657554253935814, 'class': 'n02095570 Lakeland terrier'}]
dataset/imagenet-mini/val/n02093859/ILSVRC2012_val_00032468.JPEG;0.6168518662452698;n03773504 missile;n02093859;[{'probability': 0.6168518662452698, 'class': 'n03773504 missile'}, {'probability': 0.22348351776599884, 'class': 'n04008634 projectile, missile'}, {'probability': 0.019864896312355995, 'class': 'n03017168 chime, bell, gong'}, {'probability': 0.016128651797771454, 'class': 'n09288635 geyser'}, {'probability': 0.014305748045444489, 'class': 'n02825657 bell cote, bell cot'}]
dataset/imagenet-mini/val/n02093859/ILSVRC2012_val_00041776.JPEG;0.1438601016998291;n03388043 fountain;n02093859;[{'probability': 0.1438601016998291, 'class': 'n03388043 fountain'}, {'probability': 0.12850038707256317, 'class': 'n04399382 teddy, teddy bear'}, {'probability': 0.090191550552845, 'class': 'n04127249 safety pin'}, {'probability': 0.07172862440347672, 'class': 'n04584207 wig'}, {'probability': 0.06679444015026093, 'class': 'n04522168 vase'}]
